TargetPackage,SourceMaxKneeDegrees,SourceNearStraightFraction
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Pivot_LR_RR_Rfoot,163.938922,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Pivot_RL_LL_Lfoot,152.138685,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Pivot_RL_LL_Rfoot,159.577454,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Pivot_RR_LR_Lfoot,155.522993,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Pivot_RR_LR_Rfoot,171.302100,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Start_B_Lfoot,163.752937,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Start_B_Rfoot,163.752937,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Start_F_Lfoot,174.990054,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Start_F_Rfoot,174.990054,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Start_LL_Lfoot,163.752937,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Start_RR_Rfoot,163.752937,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Stop_B_Lfoot,170.518352,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Stop_B_Rfoot,164.676109,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Stop_F_Lfoot,169.629672,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Stop_F_Rfoot,170.167061,0.000000000
/RpgGaspLocomotion/Animations/Stand/Sprint/M_Neutral_Sprint_Loop_F,167.917092,0.000000000
/RpgGaspLocomotion/Animations/Stand/Sprint/M_Neutral_Sprint_Reface_Start_F_R_180,168.304445,0.000000000
/RpgGaspLocomotion/Animations/Stand/Sprint/M_Neutral_Sprint_Start_F_Rfoot,167.792253,0.000000000
/RpgGaspLocomotion/Animations/Stand/Sprint/M_Neutral_Sprint_Stop_F_Lfoot,164.196685,0.000000000
/RpgGaspLocomotion/Animations/Stand/Sprint/M_Neutral_Sprint_Stop_F_Rfoot,163.752936,0.000000000
/RpgGaspLocomotion/Animations/Stand/Sprint/M_Neutral_Sprint_Turn_L_180_Lfoot,166.088112,0.000000000
/RpgGaspLocomotion/Animations/Stand/Sprint/M_Neutral_Sprint_Turn_L_180_Rfoot,177.504197,0.004545455
/RpgGaspLocomotion/Animations/Stand/Sprint/M_Neutral_Sprint_Turn_R_180_Lfoot,169.024592,0.000000000
/RpgGaspLocomotion/Animations/Stand/Sprint/M_Neutral_Sprint_Turn_R_180_Rfoot,167.510989,0.000000000
/RpgGaspLocomotion/Animations/Stand/Sprint/M_Neutral_Transition_Run_to_Sprint_Rfoot,169.372903,0.000000000
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Transition_Run_to_Walk_Lfoot,177.504195,0.029629630
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Transition_Run_to_Walk_Rfoot,174.843616,0.000000000
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Loop_B,168.840978,0.000000000
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Loop_BL,177.285007,0.016460905
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Loop_BR,177.574182,0.012345679
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Loop_F,177.579725,0.041493776
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Loop_F_L_20,177.417635,0.041493776
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Loop_F_R_20,177.417627,0.041493776
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Loop_FL,176.447424,0.062240664
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Loop_FR,177.145463,0.037344398
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Loop_LL,169.718033,0.000000000
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Loop_LR_offset,168.905270,0.000000000
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Loop_RL,168.317791,0.000000000
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Loop_RR_offset,169.517729,0.000000000
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Pivot_B_F_Lfoot,174.768362,0.000000000
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Pivot_B_F_Rfoot,177.579725,0.024024024
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Pivot_F_B_Lfoot,176.399791,0.008620690
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Pivot_F_B_Rfoot,175.317620,0.008620690
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Reface_Start_F_R_180,177.022170,0.029900332
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Shuffle_LR_to_LL_Lfoot,168.166646,0.000000000
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Shuffle_LR_to_LL_Rfoot,168.842268,0.000000000
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Shuffle_RR_to_RL_Lfoot,167.846019,0.000000000
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Shuffle_RR_to_RL_Rfoot,168.567815,0.000000000
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Start_B_Rfoot,169.605250,0.000000000
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Start_F_Rfoot,176.399795,0.015463918
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Stop_B_Lfoot,165.729830,0.000000000
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Stop_B_Rfoot,166.488911,0.000000000
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Stop_F_Lfoot,177.504197,0.022222222
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Stop_F_Rfoot,177.568543,0.015228426
/RpgGaspLocomotion/Animations/Crouch/Idle/M_Neutral_Crouch_Idle_Loop,55.931542,0.000000000
/RpgGaspLocomotion/Animations/Crouch/Transitions/M_Neutral_Transition_Crouch_to_Stand,164.145911,0.000000000
/RpgGaspLocomotion/Animations/Crouch/Transitions/M_Neutral_Transition_Stand_to_Crouch,163.752937,0.000000000
/RpgGaspLocomotion/Animations/Crouch/Walk/M_Neutral_Crouch_Loop_B,142.200971,0.000000000
/RpgGaspLocomotion/Animations/Crouch/Walk/M_Neutral_Crouch_Loop_BL,140.273713,0.000000000
/RpgGaspLocomotion/Animations/Crouch/Walk/M_Neutral_Crouch_Loop_BR,146.835746,0.000000000
/RpgGaspLocomotion/Animations/Crouch/Walk/M_Neutral_Crouch_Loop_F,138.869334,0.000000000
/RpgGaspLocomotion/Animations/Crouch/Walk/M_Neutral_Crouch_Loop_FL,154.288604,0.000000000
/RpgGaspLocomotion/Animations/Crouch/Walk/M_Neutral_Crouch_Loop_FR,150.565179,0.000000000
/RpgGaspLocomotion/Animations/Crouch/Walk/M_Neutral_Crouch_Loop_LL,160.867977,0.000000000
/RpgGaspLocomotion/Animations/Crouch/Walk/M_Neutral_Crouch_Loop_LR,147.262561,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Shuffle_LR_to_LL_Lfoot,161.286747,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Shuffle_RR_to_RL_Lfoot,163.781806,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Transition_Walk_to_Run_Lfoot,177.504206,0.025974026
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Box_B_LL_Rfoot,158.704399,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Box_B_RL_Lfoot,177.504206,0.010416667
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Box_F_LL_Rfoot,170.167059,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Box_F_RL_Lfoot,177.504207,0.010416667
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Box_LL_B_Lfoot,161.891181,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Box_LL_F_Lfoot,177.465017,0.005102041
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Box_RL_B_Rfoot,164.606532,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Box_RL_F_Rfoot,166.291990,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Turn_L_090_Lfoot,173.199273,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Turn_L_090_Rfoot,170.884141,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Turn_L_180_Lfoot,172.617327,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Turn_L_180_Rfoot,170.003361,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Turn_R_090_Lfoot,177.504197,0.005347594
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Turn_R_090_Rfoot,171.041747,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Turn_R_180_Lfoot,172.579478,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Turn_R_180_Rfoot,171.745422,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Reface_Start_B_L_090,164.196685,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Reface_Start_B_L_180,164.196702,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Reface_Start_B_R_090,164.196711,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Reface_Start_B_R_180,164.351589,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Reface_Start_F_L_090,177.504197,0.005917160
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Reface_Start_F_L_180,169.713414,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Reface_Start_F_R_090,170.359807,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Reface_Start_F_R_180,177.504197,0.006024096
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Start_RL_Rfoot,163.752937,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Stop_LL_Lfoot,164.234020,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Stop_LL_Rfoot,166.655387,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Stop_LR_Lfoot,165.874482,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Stop_LR_Rfoot,164.223184,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Stop_RL_Lfoot,164.196672,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Stop_RL_Rfoot,164.196672,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Stop_RR_Lfoot,166.810546,0.000000000
/RpgGaspLocomotion/Animations/Stand/Run/M_Neutral_Run_Stop_RR_Rfoot,164.196672,0.000000000
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Stop_RR_Rfoot,169.039960,0.000000000
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Stop_RR_Lfoot,168.117421,0.000000000
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Stop_RL_Rfoot,166.354128,0.000000000
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Stop_RL_Lfoot,166.696927,0.000000000
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Stop_LR_Rfoot,165.739778,0.000000000
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Stop_LR_Lfoot,166.229574,0.000000000
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Stop_LL_Rfoot,169.533663,0.000000000
/RpgGaspLocomotion/Animations/Stand/Walk/M_Neutral_Walk_Stop_LL_Lfoot,167.756632,0.000000000
